,severity
41713,Minor
41714,Minor
41715,Significant
41716,Significant
41717,Minor
41718,Significant
41719,Minor
41720,Minor
41721,Minor
41722,Significant
41723,Minor
41724,Minor
41725,Minor
41726,Minor
41727,Minor
41728,Minor
41729,Significant
41730,Minor
41731,Significant
41732,Minor
41733,Significant
41734,Minor
41735,Minor
41736,Significant
41737,Minor
41738,Minor
41739,Minor
41740,Significant
41741,Minor
41742,Minor
41743,Minor
41744,Minor
41745,Significant
41746,Significant
41747,Minor
41748,Minor
41749,Minor
41750,Significant
41751,Severe
41752,Significant
41753,Minor
41754,Significant
41755,Minor
41756,Minor
41757,Significant
41758,Minor
41759,Minor
41760,Minor
41761,Minor
41762,Minor
41763,Minor
41764,Minor
41765,Minor
41766,Significant
41767,Minor
41768,Minor
41769,Minor
41770,Minor
41771,Minor
41772,Minor
41773,Minor
41774,Minor
41775,Minor
41776,Minor
41777,Severe
41778,Significant
41779,Minor
41780,Severe
41781,Significant
41782,Significant
41783,Minor
41784,Minor
41785,Minor
41786,Minor
41787,Minor
41788,Minor
41789,Minor
41790,Significant
41791,Minor
41792,Minor
41793,Minor
41794,Minor
41795,Minor
41796,Minor
41797,Significant
41798,Significant
41799,Minor
41800,Minor
41801,Minor
41802,Significant
41803,Minor
41804,Minor
41805,Significant
41806,Minor
41807,Minor
41808,Minor
41809,Minor
41810,Minor
41811,Minor
41812,Significant
41813,Minor
41814,Minor
41815,Significant
41816,Minor
41817,Minor
41818,Minor
41819,Minor
41820,Minor
41821,Minor
41822,Significant
41823,Minor
41824,Minor
41825,Significant
41826,Minor
41827,Minor
41828,Significant
41829,Significant
41830,Minor
41831,Minor
41832,Minor
41833,Minor
41834,Significant
41835,Significant
41836,Minor
41837,Minor
41838,Significant
41839,Significant
41840,Significant
41841,Minor
41842,Minor
41843,Significant
41844,Severe
41845,Severe
41846,Minor
41847,Minor
41848,Minor
41849,Significant
41850,Minor
41851,Minor
41852,Significant
41853,Significant
41854,Significant
41855,Significant
41856,Minor
41857,Minor
41858,Significant
41859,Minor
41860,Significant
41861,Significant
41862,Minor
41863,Minor
41864,Minor
41865,Minor
41866,Minor
41867,Minor
41868,Minor
41869,Significant
41870,Significant
41871,Significant
41872,Minor
41873,Minor
41874,Significant
41875,Minor
41876,Significant
41877,Minor
41878,Minor
41879,Significant
41880,Minor
41881,Significant
41882,Significant
41883,Minor
41884,Minor
41885,Minor
41886,Minor
41887,Minor
41888,Minor
41889,Significant
41890,Minor
41891,Minor
41892,Significant
41893,Minor
41894,Significant
41895,Significant
41896,Significant
41897,Minor
41898,Significant
41899,Minor
41900,Minor
41901,Minor
41902,Minor
41903,Minor
41904,Minor
41905,Minor
41906,Minor
41907,Minor
41908,Minor
41909,Significant
41910,Minor
41911,Minor
41912,Minor
41913,Minor
41914,Minor
41915,Significant
41916,Minor
41917,Significant
41918,Minor
41919,Significant
41920,Minor
41921,Minor
41922,Significant
41923,Minor
41924,Minor
41925,Minor
41926,Minor
41927,Minor
41928,Minor
41929,Minor
41930,Significant
41931,Significant
41932,Minor
41933,Significant
41934,Minor
41935,Minor
41936,Minor
41937,Minor
41938,Minor
41939,Significant
41940,Significant
41941,Minor
41942,Minor
41943,Minor
41944,Minor
41945,Minor
41946,Significant
41947,Minor
41948,Minor
41949,Significant
41950,Minor
41951,Minor
41952,Significant
41953,Minor
41954,Minor
41955,Minor
41956,Significant
41957,Significant
41958,Minor
41959,Minor
41960,Minor
41961,Minor
41962,Minor
41963,Minor
41964,Minor
41965,Significant
41966,Significant
41967,Significant
41968,Significant
41969,Severe
41970,Minor
41971,Minor
41972,Minor
41973,Significant
41974,Significant
41975,Minor
41976,Significant
41977,Minor
41978,Minor
41979,Significant
41980,Minor
41981,Minor
41982,Significant
41983,Minor
41984,Significant
41985,Minor
41986,Minor
41987,Severe
41988,Significant
41989,Significant
41990,Minor
41991,Minor
41992,Minor
41993,Significant
41994,Significant
41995,Minor
41996,Minor
41997,Significant
41998,Minor
41999,Minor
42000,Significant
42001,Minor
42002,Significant
42003,Significant
42004,Minor
42005,Significant
42006,Severe
42007,Minor
42008,Significant
42009,Minor
42010,Minor
42011,Minor
42012,Minor
42013,Minor
42014,Minor
42015,Minor
42016,Minor
42017,Significant
42018,Significant
42019,Minor
42020,Minor
42021,Minor
42022,Minor
42023,Minor
42024,Significant
42025,Significant
42026,Minor
42027,Minor
42028,Minor
42029,Minor
42030,Minor
42031,Minor
42032,Minor
42033,Significant
42034,Significant
42035,Significant
42036,Significant
42037,Minor
42038,Minor
42039,Significant
42040,Minor
42041,Minor
42042,Significant
42043,Minor
42044,Minor
42045,Minor
42046,Minor
42047,Significant
42048,Minor
42049,Significant
42050,Minor
42051,Minor
42052,Minor
42053,Minor
42054,Minor
42055,Significant
42056,Minor
42057,Minor
42058,Minor
42059,Severe
42060,Significant
42061,Significant
42062,Minor
42063,Minor
42064,Minor
42065,Minor
42066,Minor
42067,Significant
42068,Minor
42069,Minor
42070,Minor
42071,Minor
42072,Significant
42073,Significant
42074,Minor
42075,Significant
42076,Minor
42077,Minor
42078,Minor
42079,Minor
42080,Significant
42081,Significant
42082,Minor
42083,Minor
42084,Minor
42085,Minor
42086,Minor
42087,Minor
42088,Minor
42089,Significant
42090,Significant
42091,Significant
42092,Significant
42093,Significant
42094,Significant
42095,Significant
42096,Significant
42097,Significant
42098,Minor
42099,Minor
42100,Significant
42101,Minor
42102,Significant
42103,Significant
42104,Minor
42105,Minor
42106,Significant
42107,Minor
42108,Minor
42109,Minor
42110,Minor
42111,Minor
42112,Significant
42113,Significant
42114,Minor
42115,Significant
42116,Minor
42117,Significant
42118,Severe
42119,Minor
42120,Significant
42121,Minor
42122,Minor
42123,Significant
42124,Minor
42125,Minor
42126,Minor
42127,Minor
42128,Minor
42129,Minor
42130,Significant
42131,Minor
42132,Minor
42133,Minor
42134,Minor
42135,Minor
42136,Significant
42137,Minor
42138,Significant
42139,Significant
42140,Minor
42141,Significant
42142,Significant
42143,Significant
42144,Minor
42145,Minor
42146,Minor
42147,Significant
42148,Minor
42149,Significant
42150,Minor
42151,Minor
42152,Minor
42153,Minor
42154,Significant
42155,Minor
42156,Minor
42157,Minor
42158,Minor
42159,Significant
42160,Significant
42161,Significant
42162,Minor
42163,Minor
42164,Minor
42165,Minor
42166,Minor
42167,Significant
42168,Minor
42169,Significant
42170,Significant
42171,Significant
42172,Minor
42173,Minor
42174,Significant
42175,Minor
42176,Minor
42177,Minor
42178,Significant
42179,Minor
42180,Minor
42181,Significant
42182,Minor
42183,Minor
42184,Minor
42185,Minor
42186,Minor
42187,Minor
42188,Minor
42189,Minor
42190,Minor
42191,Severe
42192,Minor
42193,Minor
42194,Minor
42195,Minor
42196,Significant
42197,Minor
42198,Significant
42199,Minor
42200,Minor
42201,Minor
42202,Minor
42203,Minor
42204,Minor
42205,Minor
42206,Minor
42207,Minor
42208,Minor
42209,Minor
42210,Significant
42211,Minor
42212,Minor
42213,Minor
42214,Minor
42215,Minor
42216,Severe
42217,Significant
42218,Minor
42219,Minor
42220,Minor
42221,Minor
42222,Minor
42223,Minor
42224,Minor
42225,Significant
42226,Significant
42227,Significant
42228,Significant
42229,Significant
42230,Minor
42231,Minor
42232,Severe
42233,Significant
42234,Minor
42235,Significant
42236,Significant
42237,Minor
42238,Significant
42239,Significant
42240,Minor
42241,Minor
42242,Significant
42243,Minor
42244,Significant
42245,Significant
42246,Minor
42247,Minor
42248,Significant
42249,Significant
42250,Minor
42251,Minor
42252,Minor
42253,Significant
42254,Minor
42255,Minor
42256,Significant
42257,Minor
42258,Significant
42259,Minor
42260,Minor
42261,Minor
42262,Minor
42263,Significant
42264,Significant
42265,Minor
42266,Significant
42267,Significant
42268,Minor
42269,Significant
42270,Significant
42271,Minor
42272,Severe
42273,Minor
42274,Minor
42275,Significant
42276,Significant
42277,Minor
42278,Minor
42279,Minor
42280,Minor
42281,Minor
42282,Significant
42283,Minor
42284,Minor
42285,Significant
42286,Minor
42287,Minor
42288,Minor
42289,Minor
42290,Minor
42291,Minor
42292,Minor
42293,Minor
42294,Significant
42295,Minor
42296,Significant
42297,Minor
42298,Significant
42299,Minor
42300,Minor
42301,Minor
42302,Minor
42303,Significant
42304,Significant
42305,Minor
42306,Minor
42307,Significant
42308,Minor
42309,Significant
42310,Minor
42311,Significant
42312,Minor
42313,Significant
42314,Minor
42315,Minor
42316,Minor
42317,Significant
42318,Significant
42319,Minor
42320,Minor
42321,Significant
42322,Significant
42323,Minor
42324,Minor
42325,Significant
42326,Significant
42327,Significant
42328,Minor
42329,Minor
42330,Significant
42331,Minor
42332,Significant
42333,Minor
42334,Minor
42335,Minor
42336,Minor
42337,Minor
42338,Significant
42339,Minor
42340,Minor
42341,Significant
42342,Minor
42343,Minor
42344,Minor
42345,Minor
42346,Minor
42347,Minor
42348,Minor
42349,Significant
42350,Minor
42351,Minor
42352,Minor
42353,Minor
42354,Minor
42355,Minor
42356,Minor
42357,Significant
42358,Minor
42359,Significant
42360,Minor
42361,Minor
42362,Minor
42363,Minor
42364,Minor
42365,Minor
42366,Minor
42367,Minor
42368,Significant
42369,Significant
42370,Minor
42371,Significant
42372,Significant
42373,Minor
42374,Minor
42375,Minor
42376,Significant
42377,Minor
42378,Minor
42379,Significant
42380,Significant
42381,Minor
42382,Minor
42383,Significant
42384,Minor
42385,Minor
42386,Significant
42387,Minor
42388,Significant
42389,Minor
42390,Minor
42391,Significant
42392,Minor
42393,Minor
42394,Minor
42395,Minor
42396,Significant
42397,Significant
42398,Minor
42399,Significant
42400,Minor
42401,Significant
42402,Significant
42403,Significant
42404,Minor
42405,Minor
42406,Minor
42407,Minor
42408,Severe
42409,Significant
42410,Significant
42411,Minor
42412,Minor
42413,Significant
42414,Significant
42415,Minor
42416,Significant
42417,Significant
42418,Minor
42419,Significant
42420,Severe
42421,Minor
42422,Minor
42423,Minor
42424,Minor
42425,Minor
42426,Significant
42427,Minor
42428,Minor
42429,Minor
42430,Significant
42431,Minor
42432,Significant
42433,Significant
42434,Significant
42435,Minor
42436,Minor
42437,Significant
42438,Minor
42439,Minor
42440,Significant
42441,Minor
42442,Significant
42443,Significant
42444,Minor
42445,Minor
42446,Minor
42447,Minor
42448,Minor
42449,Minor
42450,Minor
42451,Minor
42452,Minor
42453,Minor
42454,Significant
42455,Significant
42456,Significant
42457,Minor
42458,Minor
42459,Minor
42460,Minor
42461,Minor
42462,Minor
42463,Significant
42464,Minor
42465,Minor
42466,Minor
42467,Significant
42468,Significant
42469,Significant
42470,Minor
42471,Minor
42472,Minor
42473,Minor
42474,Severe
42475,Minor
42476,Significant
42477,Minor
42478,Significant
42479,Minor
42480,Minor
42481,Significant
42482,Minor
42483,Minor
42484,Minor
42485,Significant
42486,Minor
42487,Significant
42488,Significant
42489,Minor
42490,Minor
42491,Minor
42492,Significant
42493,Minor
42494,Minor
42495,Minor
42496,Minor
42497,Minor
42498,Minor
42499,Significant
42500,Minor
42501,Significant
42502,Significant
42503,Significant
42504,Minor
42505,Minor
42506,Significant
42507,Minor
42508,Minor
42509,Minor
42510,Significant
42511,Significant
42512,Minor
42513,Severe
42514,Minor
42515,Significant
42516,Minor
42517,Significant
42518,Minor
42519,Minor
42520,Minor
42521,Minor
42522,Minor
42523,Minor
42524,Significant
42525,Significant
42526,Minor
42527,Minor
42528,Minor
42529,Minor
42530,Minor
42531,Significant
42532,Minor
42533,Significant
42534,Minor
42535,Minor
42536,Minor
42537,Minor
42538,Minor
42539,Significant
42540,Minor
42541,Severe
42542,Significant
42543,Minor
42544,Significant
42545,Significant
42546,Significant
42547,Minor
42548,Significant
42549,Minor
42550,Minor
42551,Significant
42552,Significant
42553,Minor
42554,Minor
42555,Significant
42556,Significant
42557,Significant
42558,Minor
42559,Significant
42560,Significant
42561,Significant
42562,Significant
42563,Minor
42564,Minor
42565,Minor
42566,Significant
42567,Significant
42568,Significant
42569,Minor
42570,Minor
42571,Minor
42572,Minor
42573,Minor
42574,Significant
42575,Minor
42576,Significant
42577,Minor
42578,Significant
42579,Significant
42580,Minor
42581,Minor
42582,Minor
42583,Minor
42584,Minor
42585,Significant
42586,Minor
42587,Minor
42588,Minor
42589,Minor
42590,Minor
42591,Significant
42592,Minor
42593,Significant
42594,Minor
42595,Minor
42596,Minor
42597,Minor
42598,Minor
42599,Minor
42600,Significant
42601,Minor
42602,Significant
42603,Minor
42604,Significant
42605,Minor
42606,Minor
42607,Minor
42608,Minor
42609,Minor
42610,Minor
42611,Minor
42612,Minor
42613,Minor
42614,Minor
42615,Minor
42616,Minor
42617,Minor
42618,Minor
42619,Significant
42620,Significant
42621,Minor
42622,Minor
42623,Significant
42624,Minor
42625,Minor
42626,Minor
42627,Minor
42628,Significant
42629,Minor
42630,Significant
42631,Minor
42632,Minor
42633,Minor
42634,Significant
42635,Minor
42636,Minor
42637,Minor
42638,Minor
42639,Significant
42640,Minor
42641,Significant
42642,Minor
42643,Significant
42644,Significant
42645,Minor
42646,Significant
42647,Minor
42648,Significant
42649,Minor
42650,Significant
42651,Significant
42652,Minor
42653,Minor
42654,Minor
42655,Significant
42656,Significant
42657,Minor
42658,Minor
42659,Minor
42660,Minor
42661,Significant
42662,Significant
42663,Significant
42664,Minor
42665,Significant
42666,Minor
42667,Minor
42668,Significant
42669,Minor
42670,Minor
42671,Minor
42672,Minor
42673,Minor
42674,Minor
42675,Minor
42676,Minor
42677,Minor
42678,Minor
42679,Minor
42680,Minor
42681,Minor
42682,Significant
42683,Significant
42684,Minor
42685,Minor
42686,Minor
42687,Significant
42688,Minor
42689,Minor
42690,Minor
42691,Significant
42692,Minor
42693,Significant
42694,Minor
42695,Minor
42696,Significant
42697,Minor
42698,Minor
42699,Significant
42700,Significant
42701,Significant
42702,Minor
42703,Significant
42704,Minor
42705,Significant
42706,Minor
42707,Significant
42708,Minor
42709,Minor
42710,Minor
42711,Significant
42712,Minor
42713,Minor
42714,Significant
42715,Minor
42716,Minor
42717,Minor
42718,Minor
42719,Minor
42720,Minor
42721,Minor
42722,Minor
42723,Significant
42724,Minor
42725,Significant
42726,Minor
42727,Minor
42728,Minor
42729,Significant
42730,Minor
42731,Significant
42732,Minor
42733,Minor
42734,Minor
42735,Minor
42736,Minor
42737,Minor
42738,Minor
42739,Significant
42740,Minor
42741,Minor
42742,Minor
42743,Significant
42744,Significant
42745,Minor
42746,Minor
42747,Minor
42748,Minor
42749,Minor
42750,Minor
42751,Minor
42752,Minor
42753,Minor
42754,Minor
42755,Minor
42756,Minor
42757,Minor
42758,Significant
42759,Minor
42760,Significant
42761,Minor
42762,Significant
42763,Significant
42764,Significant
42765,Minor
42766,Minor
42767,Minor
42768,Minor
42769,Minor
42770,Minor
42771,Significant
42772,Minor
42773,Significant
42774,Minor
42775,Minor
42776,Significant
42777,Minor
42778,Minor
42779,Minor
42780,Minor
42781,Minor
42782,Significant
42783,Minor
42784,Minor
42785,Minor
42786,Minor
42787,Minor
42788,Minor
42789,Minor
42790,Minor
42791,Minor
42792,Minor
42793,Minor
42794,Significant
42795,Significant
42796,Minor
42797,Minor
42798,Severe
42799,Minor
42800,Minor
42801,Significant
42802,Minor
42803,Minor
42804,Minor
42805,Minor
42806,Minor
42807,Minor
42808,Significant
42809,Significant
42810,Minor
42811,Significant
42812,Minor
42813,Minor
42814,Minor
42815,Significant
42816,Minor
42817,Minor
42818,Minor
42819,Minor
42820,Minor
42821,Minor
42822,Minor
42823,Significant
42824,Minor
42825,Minor
42826,Severe
42827,Minor
42828,Significant
42829,Significant
42830,Minor
42831,Minor
42832,Minor
42833,Minor
42834,Significant
42835,Significant
42836,Significant
42837,Minor
42838,Minor
42839,Significant
42840,Minor
42841,Minor
42842,Significant
42843,Minor
42844,Minor
42845,Minor
42846,Significant
42847,Minor
42848,Minor
42849,Significant
42850,Significant
42851,Significant
42852,Minor
42853,Minor
42854,Minor
42855,Significant
42856,Minor
42857,Minor
42858,Minor
42859,Minor
42860,Minor
42861,Minor
42862,Significant
42863,Minor
42864,Significant
42865,Significant
42866,Minor
42867,Minor
42868,Severe
42869,Minor
42870,Minor
42871,Significant
42872,Minor
42873,Minor
42874,Significant
42875,Minor
42876,Minor
42877,Minor
42878,Minor
42879,Minor
42880,Minor
42881,Minor
42882,Significant
42883,Minor
42884,Significant
42885,Significant
42886,Minor
42887,Significant
42888,Minor
42889,Minor
42890,Significant
42891,Minor
42892,Minor
42893,Minor
42894,Minor
42895,Minor
42896,Significant
42897,Minor
42898,Minor
42899,Minor
42900,Minor
42901,Significant
42902,Significant
42903,Minor
42904,Minor
42905,Minor
42906,Significant
42907,Significant
42908,Significant
42909,Significant
42910,Significant
42911,Minor
42912,Significant
42913,Minor
42914,Significant
42915,Minor
42916,Minor
42917,Minor
42918,Minor
42919,Significant
42920,Significant
42921,Minor
42922,Minor
42923,Significant
42924,Minor
42925,Significant
42926,Minor
42927,Minor
42928,Significant
42929,Significant
42930,Significant
42931,Minor
42932,Minor
42933,Minor
42934,Minor
42935,Significant
42936,Minor
42937,Significant
